CourseCode,CourseName,Origin,Question,OptionA,OptionB,OptionC,OptionD,Answer,RelatedTextbook,RelatedChapter
ANAT9140,Anatomy & Physiology I,P,The sodium-potassium pump helps maintain:,Osmotic pressure only,The cell’s resting membrane potential,Equal ion concentrations inside and outside,The rate of mitosis,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Vesicular transport moves materials:,Through membrane channels,By simple diffusion,Using membrane-bound vesicles,Only in one direction,C,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Which process brings large particles or microorganisms into the cell?,Pinocytosis,Phagocytosis,Exocytosis,Osmosis,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,"The process by which a cell releases substances, like hormones, is:",Endocytosis,Exocytosis,Osmosis,Facilitated diffusion,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Pinocytosis is best described as:,The intake of solid particles,The intake of fluid and dissolved substances,The secretion of waste,ATP production,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Receptor-mediated endocytosis allows cells to:,Engulf random particles,Transport only water,Selectively take in specific molecules,Excrete proteins,C,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,ATP is needed in vesicular transport because it:,Makes the vesicle membrane hydrophilic,Provides energy to move and fuse vesicles,Neutralizes cell charge,Recycles phospholipids,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,"If a cell can no longer produce ATP, which process will stop first?",Diffusion,Osmosis,Active transport,Facilitated diffusion,C,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Which statement best describes the role of active transport in homeostasis?,It allows random movement of ions,It maintains internal ion and nutrient balance,It moves molecules only by diffusion,It prevents energy use,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,"In the small intestine, glucose is absorbed by:",Simple diffusion,Primary active transport,Secondary active transport linked to sodium,Osmosis,C,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,"If the Na⁺/K⁺ pump fails, what happens first?",The cell becomes hyperpolarized,The cell swells and may burst,The membrane becomes more positive inside,The cytoskeleton dissolves,C,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,White blood cells use active transport mainly for:,Synthesizing ATP,Engulfing pathogens via phagocytosis,Passive diffusion of gases,Making DNA,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Exocytosis and endocytosis differ mainly by:,Direction of vesicle movement,Use of membrane proteins,Use of ATP,Type of molecules transported,A,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Which phase of the cell cycle involves DNA replication?,G₁ phase,S phase,G₂ phase,M phase,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,During which phase of mitosis do sister chromatids separate?,Prophase,Metaphase,Anaphase,Telophase,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,The G₁ checkpoint ensures that:,DNA replication has been completed correctly,The cell is large enough and has enough nutrients to divide,Chromosomes are aligned properly,Cytokinesis has finished,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,Cyclins and cyclin-dependent kinases (CDKs) are important because they:,Provide energy for mitosis,Repair damaged DNA,Regulate the timing of the cell cycle,Transport genetic material,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,Cancer can best be described as:,Controlled cell division,Uncontrolled cell growth caused by loss of cell cycle regulation,A viral infection,A normal response to tissue injury,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,A tumor suppressor gene functions to:,Accelerate cell division,Halt cell division when errors occur,Promote metastasis,Mutate oncogenes,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,The primary function of mitosis is to:,Produce gametes,Reduce the chromosome number,"Grow, repair, and replace cells",Create genetic variation,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,During which phase of mitosis do chromosomes align along the equatorial plane?,Prophase,Metaphase,Anaphase,Telophase,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,"In mitosis, the two daughter cells produced are:",Haploid and genetically different,Diploid and genetically identical,Haploid and genetically identical,Diploid and genetically different,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,The spindle fibers attach to the centromeres during:,Prophase,Metaphase,Anaphase,Cytokinesis,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,Cytokinesis in animal cells involves:,Formation of a cell plate,Cleavage furrow formation,Duplication of chromosomes,Crossing over,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,The purpose of meiosis is to:,Produce identical somatic cells,Produce gametes with half the number of chromosomes,Repair damaged cells,Duplicate DNA for mitosis,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,How many daughter cells result from meiosis?,1,2,3,4,D,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,Crossing over occurs during:,Prophase I,Metaphase I,Anaphase I,Telophase I,A,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,During which stage of meiosis are homologous chromosomes separated?,Prophase I,Metaphase I,Anaphase I,Anaphase II,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,Which of the following increases genetic diversity in offspring?,DNA replication,Cytokinesis,Crossing over and independent assortment,Cleavage furrow formation,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,The cells produced at the end of meiosis II are:,Diploid and identical,Haploid and genetically unique,Diploid and genetically unique,Haploid and identical,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,An error in chromosome separation during meiosis is called:,Crossing over,Nondisjunction,Independent assortment,Apoptosis,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,A human somatic (body) cell contains:,23 chromosomes,46 chromosomes,92 chromosomes,23 pairs of chromatids,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,Gametes differ from somatic cells because they:,Are diploid,Contain twice as much DNA,Are haploid,Are formed by mitosis,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,Fertilization restores the diploid number by combining:,Two diploid cells,A haploid egg and a haploid sperm,Two identical nuclei,Chromatids of one parent only,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,"In the human life cycle, meiosis occurs in the:",Liver and kidneys,Somatic tissues,Ovaries and testes,Heart and brain,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,Which process allows a zygote to develop into a multicellular adult?,Meiosis,Fertilization,Mitosis,Crossing over,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,A cell with 46 chromosomes undergoes meiosis. How many chromosomes will each resulting gamete have?,23,46,69,92,A,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,Which best explains why children inherit features from both parents?,Gametes are produced by mitosis,Fertilization combines genetic material from both parents,All chromosomes come from the mother,DNA replication produces identical copies,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,"In the human life cycle, the zygote represents the:",First haploid cell,First diploid cell after fertilization,Cell that undergoes meiosis,Stage before fertilization,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,Anatomy is defined as the study of the _____ of a living organism,Growth,Diseases,Structure,Function,C,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,T,Physiology is defined as the study of the _____ of a living organism.,Function,Structure,Growth,Diseases,A,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,T,The organization of the body begins at what level?,System,Organelle,Chemical,Cellular,C,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,T,The body as a whole can be subdivided into two major divisions. They are:,anterior and posterior,thoracic and abdominopelvic,axial and appendicular,ventral and dorsal,C,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,T,"_____ refers to an inner region of an organ, whereas _____ refers to an outer region or layer of an organ.",Medullary; cortical,Medullary; apical,Apical; basal,Cortical; medullary,A,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,T,"The reference position of the body when it is in an erect, or standing, posture with the arms at the sides and palms turned forward is called the _____ position.",bilateral,anatomical,symmetrical,ventral,B,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,T,The space that encloses the brain and spinal cord forms one continuous cavity called the _____ cavity.,ventral,thoracic,dorsal,anterior,C,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,T,The midline plane that divides the body into right and left halves is the _____ plane.,transverse,midsagittal,coronal,sagittal,B,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,T,The body symmetry of human beings is,unilateral,medial,bilateral,asymmetrical,C,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,T,The plane that divides the body into front and back portions is the _____ plane.,transverse,sagittal,coronal,midsagittal,C,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,T,The chest region of the body is called the,ventral region,thorax,abdominal region,pelvic region,B,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,T,The abdominopelvic cavity is subdivided into the _____ cavities.,thoracic and abdominal,abdominal and pelvic,dorsal and abdominal,thoracic and pelvic,B,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,T,"Regarding directional terms, superior means",toward the feet,toward the head,front,back,B,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,T,The relatively constant state maintained by the body is known as,Metabolism,Physiology,Homeostasis,Anatomy,C,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,T,The normal reading or range is called the,set point,integrating range,feedback point,regulatory range,A,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,T,Processes for maintaining or restoring homeostasis are known as,homeostatic mechanisms,set point mechanisms,integrating mechanisms,sensor mechanisms,A,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,T,"To accomplish self-regulation, a highly complex and integrated communication control system or network is required. This type of network is called a(n)",cyclical control loop,internal environmental control loop,effector control loop,feedback control loop,D,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,T,Which of the following is a basic component of every feedback control loop?,integrator,sensor mechanism,effector,All of these are components of a feedback control loop,D,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,T,What term describes a signal traveling toward a particular center or point of reference?,sensory,effector,efferent,afferent,D,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,T,Effectors can be described as,inhibitory regulatory organs,a type of communication control system,organs that are able to identify the variable being controlled,organs that directly influence regulated physiological variables,D,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,T,"The impact of effector activity on sensors may be positive or negative. Therefore, homeostatic mechanisms are categorized as",intracellular or extracellular control mechanisms,neutral feedback systems,active or passive feedback systems,organs that are directly inflenced by regulated physiological variables or mechanisms,D,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,T,"Because negative feedback control systems oppose changes that are opposite in direction to the initial disturbance, they are",excitatory,slowed or maintained in the homeostatic range,passive,stimulatory,B,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,T,Events that lead to an immune response to an infection or the formation of a blood clot are examples of,positive feedback,inhibitory feedback,negative feedback,intracellular control,A,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,T,The concept that information may flow ahead to another process to trigger a change in anticipation of an event that will follow is called,feed-forward,control-forward,integration-forward,homeostasis,A,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,T,"Which level of control operates at the cell level, often using genes and enzymes to regulate cell function?",extracellular regulation,intrinsic regulation,extrinsic regulation,intracellular regulation,D,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,T,Many complex processes of the body are coordinated at many levels. These include,all of these are correct,intrinsic,intracellular,extrinsic,A,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,T,"Local control or _____, intrinsic mechanisms often make use of chemical signals.",autoregulation,developmental,structural,autonomous,A,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,T,Extrinsic control usually involves which mode of regulation?,nervous,endocrine,integration-forward,Both nervous and endocrine are correct,D,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,T,The body naturally changes some set points to different values at different times of the day. These daily cycles are called,feedback cycles,physiological cycles,circadian cycles,set point cycles,C,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,T,The inside of the cell is composed largely of a gel-like substance called,cytoplasm,nucleoplasm,organelles,nucleus,A,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,The outer boundary of a human cell is called the,cytoplasm,cell perimeter,plasma membrane,nucleus,C,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,A major function of the cell membrane is to,manufacture proteins,produce nucleic acids,adhere to adjacent cells,control what enters and leaves the cell,D,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,"In the matrix of the plasma membrane, a variety of proteins are embedded. Some of these proteins serve as passageway for Na+ ions or glucose. These proteins are called",amino acids,signal proteins,transport proteins,receptor proteins,C,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,An organelle is a(n),group of tissues working together,small part of an organ,group of organized cells,organized structure found in the cytoplasm,D,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Ribosomes are organelles that,are found only in the nucleus,float in the cytoplasm and attach to the centrioles,are attached to the Golgi apparatus,float in the cytoplasm and attach to the endoplasmic reticulum,D,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,The interior of which organelle contains various kinds of enzymes capable of breaking down all of the main components of the cell?,ribosome,centrosome,lysosome,endoplasmic reticulum,C,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which organelle is involved in processing and packaging proteins for export out of the cell?,endoplasmic reticulum,Golgi apparatus,ribosome,lysosome,B,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,"Often referred to as the “power plant” of the cell, which organelle is the site of ATP production?",lysosome,mitochondrion,endoplasmic reticulum,peroxisome,B,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following are not part of the cytoskeleton?,microfilaments,intermediate fibres,microtubules,chromosomes,D,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which area of the cytoplasm near the nucleus coordinates the building and breaking of microtubules in the cell?,peroxisome,chromosome,centrosome,lysosome,C,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following is a type of cell extension that lines the intestines and other areas of the body?,microvilli,microfilaments,cilia,flagella,A,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,A spherical membrane-bound structure that contains the genetic material of the cell and is often referred to as the “command center” of the cell is the,mitochondrion,nucleolus,chromosome,nucleus,D,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Locations on cell surfaces at which cells are held together like “spot welds” are called,tight junctions,desmosomes,cell junctions,gap junctions,B,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which type of junction is formed when membrane channels of adjacent plasma membranes adhere to each other?,tight junction,cell junction,gap junction,desmosome,C,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Diffusion can be defined as,the movement of water across a membrane that permits free movement of water but not solutes,a process in which cells engulf particles,an excretory process,the net movement of molecules from a region of higher concentration to a region of lower concentration,D,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,T,Diffusion moves,up a concentration gradient,down a concentration gradient,all of these,equally within a concentration gradient,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,T,Osmosis can be defined as,a process in which cells engulf particles,the net movement of water molecules from a region of lower solute concentration to a region of higher solute concentration,the net movement of water molecules from a region of higher concentration to a region of lower concentration,an excretory process,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,T,Water pressure that develops in a solution as a result of osmosis into that solution is called _____ pressure,barometric,hydrostatic,osmotic,facilitated,C,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,T,"If red blood cells containing 10% solute are placed in a solution containing 10% solute, what will happen?",water will move into the cells,water will move into and out of the cells at equal rates,water will move out of the cells,nothing will happen,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,T,"Red blood cells are placed in an unknown solution. After 45 minutes, the cells are examined and determined to have decreased in size. The unknown solution is",isotonic,hypertonic,osmotic,hypotonic,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,T,Facilitated diffusion is not an active transport process because it,cannot transport negative ions such as Cl-,does not depend on cell energy,transports material only inward,transports material only outward,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,T,Which of the following is an active transport process?,facilitated diffusion,diffusion,osmosis,endocytosis,D,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,T,The cell process in which microorganisms or other large particles are engulfed is called,phagocytosis,endocytosis,pinocytosis,secretion,A,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,T,A chemical that reduces the amount of activation energy needed to start a chemical reaction is a(n),activator,inhibitor,substrate,catalyst,D,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,T,Proteins that act as catalysts are called,enzymes,substrates,activators,inhibitors,A,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,T,A molecule or other agent that alters enzyme function by changing its shape is called a(n),proenzyme,allosteric effector,substrate,end product inhibition,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,T,Glycolysis occurs in what part of the cell?,nucleus,mitochondria,cytoplasm,plasma membrane,C,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,T,"If oxygen is available, the pyruvate molecules formed by glycolysis are prepared to enter the next phase of aerobic cellular respiration, called the",chemiosmosis cycle,lock and key model,electron transport system,citric acid cycle,D,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,T,"In the electron transport system, the final electron acceptor is",oxygen,carbon dioxide,water,hydrogen ions,A,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,T,Functional proteins that regulate cell functions by regulating metabolic pathways are called,peptide bonds,enzymes,dipeptides,chaperonins,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,T,The component that distinguishes one nucleotide from another is the,hydrogen bond,five-carbon sugar,phosphate groups,nitrogen bases,D,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,RNA makes proteins by,translation,transcription,duplication,replication,A,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,The two processes of protein synthesis are,replication and duplication,transcription and replication,transcription and translation,translation and duplication,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,Transcription can best be described as the,reading the mRNA codons by tRNA,synthesis of polypeptides at a ribosomal site,synthesis of tRNA,synthesis of mRNA,D,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,"In the DNA molecule, a sequence of three base pairs forms a(n)",polymerase,anticodon,codon,none of these,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,"Mitosis is subdivided into four phases, including all of the following except",anaphase,metaphase,karyophase,prophase,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,Replication of DNA occurs in which phase of interphase?,G2 phase,M phase,G1 phase,S phase,D,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,Normal mitosis results in,cells that are genetically identical to the parent cell,cells that are not genetically identical to the parent cell,cells that are polyploidy,cells that are haploid,A,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,In which stage of mitosis do chromosomes move to the opposite ends of the cells along the spindle fibers?,prophase,metaphase,anaphase,telophase,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,Which of the following phases is NOT correctly matched with its description?,telophase - nuclear envelope reappears,anaphase - mitosis is complete,prophase - chromatin condenses into chromosomes,metaphase - chromosomes align along the centre of the cell,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,The total number of 46 chromosomes per cell is referred to as _________ number.,polyploid,haploid,myoid,diploid,D,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,Which of the following is not a characteristic of meiosis?,four haploid gametes,two steps of cell division,a reduction division,two haploid gametes,D,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,Meiotic division occurs in,primitive sex cells,body cells and primitive sex cells,body cells,somatic cells,A,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,Meiosis is called “reduction division” because,the sizes of the chromosomes are reduced,the cells reduce in number,the cells reduce in size,the number of chromosomes is reduced by half,D,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,The result of meiosis is,four daughter cells that are haploid,two daughter cells that are identical to the parent cell,four daughter cells that are identical to the parent cell,two daughter cells that are haploid,A,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,"When viewing a specimen through a light microscope, scientists use ________ to distinguish the individual components of cells.",a beam of electrons,radioactive isotopes,special stains,high temperatures,C,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,The ________ is the basic unit of life.,organism,cell,tissue,organ,B,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Prokaryotes depend on ________ to obtain some materials and to get rid of wastes.,ribosomes,flagella,cell division,diffusion,D,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Bacteria that lack fimbriae are less likely to ________.,adhere to cell surfaces,swim through bodily fluids,synthesize proteins,retain the ability to divide,A,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following organisms is a prokaryote?,amoeba,influenza A virus,charophyte algae,E. coli,D,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following is surrounded by two phospholipid bilayers?,the ribosomes,the vesicles,the cytoplasm,the nucleoplasm,D,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Peroxisomes got their name because hydrogen peroxide is:,used in their detoxification reactions,produced during their oxidation reactions,incorporated into their membranes,a cofactor for the organelles’ enzymes,B,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,"In plant cells, the function of the lysosomes is carried out by __________.",vacuoles,peroxisomes,ribosomes,nuclei,A,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following is both in eukaryotic and prokaryotic cells?,nucleus,mitochondrion,vacuole,ribosomes,D,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Tay-Sachs disease is a genetic disorder that results in the destruction of neurons due to a buildup of sphingolipids in the cells. Which organelle is malfunctioning in Tay-Sachs?,lysosome,endoplasmic reticulum,peroxisome,mitochondria,A,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following is not a component of the endomembrane system?,mitochondrion,Golgi apparatus,endoplasmic reticulum,lysosome,A,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,The process by which a cell engulfs a foreign particle is known as:,endosymbiosis,phagocytosis,hydrolysis,membrane synthesis,B,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following is most likely to have the greatest concentration of smooth endoplasmic reticulum?,a cell that secretes enzymes,a cell that destroys pathogens,a cell that makes steroid hormones,a cell that engages in photosynthesis,C,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following sequences correctly lists in order the steps involved in the incorporation of a proteinaceous molecule within a cell?,protein synthesis of the protein on the ribosome; modification in the Golgi apparatus; packaging in the endoplasmic reticulum; tagging in the vesicle,synthesis of the protein on the lysosome; tagging in the Golgi; packaging in the vesicle; distribution in the endoplasmic reticulum,synthesis of the protein on the ribosome; modification in the endoplasmic reticulum; tagging in the Golgi; distribution via the vesicle,synthesis of the protein on the lysosome; packaging in the vesicle; distribution via the Golgi; tagging in the endoplasmic reticulum,C,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Congenital disorders of glycosylation are a growing class of rare diseases. Which organelle would be most commonly involved in the glycoprotein disorder portion of the group?,RER,ribosomes,endosomes,Golgi apparatus,D,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following have the ability to disassemble and reform quickly?,microfilaments and intermediate filaments,microfilaments and microtubules,intermediate filaments and microtubules,only intermediate filaments,B,Biology 2e,4 - Cell Structure
