CourseCode,CourseName,Origin,Question,OptionA,OptionB,OptionC,OptionD,OptionE,OptionF,Answer,RelatedTextbook,RelatedChapter
BSCN9100,Intro to Nursing,T,Which term describes a research approach utilized for a research study?,Quantitative,Data collection,Knowledge synthesis,Qualitative,Mixed methods,,A|D|E,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which question would the nurse ask to assess transferability?,“Do the findings make sense with your own observations?”,“What is the hierarchy of evidence?”,“Does this apply to the whole population?”,“Can this be externally validated?”,,,A,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which element would the nurse ensure is contained in the survey design?,Random sample,Minimum sampling error,Statistical analysis,Measurement tools,Detailed description,,A|B|D,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which statement would the nurse give to explain the data included in a meta-analysis?,“Diverse data are utilized.”,“All types of data are included.”,“Data are pulled from mixed-method studies.” ,“Data are primarily from randomized control trials.”,,,D,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which approval would the nurse obtain prior to performing research?,Quality improvement (QI) approval,Public funds,Informed consent,Research ethics board,,,D,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which information would the nurse expect to be included in the consent process?,Location,Duration,Contact information,Benefits,Risks,,B|C|D|E,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which action would the nurse consider undertaking to improve current practice?,Graduate school,Investigation,Research,Interprofessional collaboration,,,C,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which research design would the nurse choose to predict cause-and-effect relationship?,Quality improvement (QI),Descriptive,Case study,Experimental,,,D,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which component would the nurse researcher develop to answer a research question?,Experimental variable,Plan-Do-Study-Act (PDSA),Control group,Hypothesis,,,D,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which type of research synthesis would the nurse utilize when mapping the literature to investigate?,Scoping review,Concept analysis,Integrative review,Qualitative meta-synthesis,,,A,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which type of language must the consent form utilize?,Lay,Direct,Complex,Medical,,,A,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which element would the nurse include when forming a research question?,Opinions,Broad ideas,Unfocused question,Objectives,,,D,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which statement from the nurse reflects understanding of the sixth step of the nursing research process?,“Describes how participants are recruited.”,“Describes the steps of how data is collected.”,“Describes the characteristics of the research setting.”,"“Describes the problem, contributing factors, and outcomes.”",,,B,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which research role would be appropriate for the new nurse?,Assist with data collection.,Interview participants.,Conduct long-term project,Conduct investigation,,,A,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which ethical principle would the nurse follow when treating people fairly and equitably?,Fidelity,Justice,Concern for welfare,Respect for persons,,,B,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which term would describe the nurse using evidence to make decisions?,Evidence-informed decision making,Evidence-based practice,Research,Quality improvement,,,A,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which method would the nurse utilize if the data source was expert opinion?,Evidence,Quality improvement,Research,Evidence-informed decision making,,,D,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which source of evidence can the nurse utilize to stay current with nursing care and practice?,Clinical expertise,Non-research,Textbook,Nurse preferences ,Patient preferences,,A|B|C|E,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which PICO component would the nurse meet forming a question about the current health strategies used in practice?,Intervention,Comparison,Population,Outcome,,,A,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which term describes a best-known database for nursing literature?,6S,Syntheses,MEDLINE,Policy,,,C,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,In which research article subsection would the nurse locate the study limitations?,Conclusion,Design,Purpose statement,Narrative,,,A,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which question would the nurse formulate to focus on the comparison component of a PICO-formatted question?,“What is the health problem of the patient?”,“What is the best health service strategy being considered?”,“What result do you want to achieve as a result of the intervention?”,“What is the usual standard of care used now in practice?”,,,D,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which step would the nurse consider when the evidence is not strong enough to apply in practice?,Create a policy.,Apply the evidence.,Launch a pilot study.,Plan the intervention.,,,C,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which term describes a framework that the nurse would utilize for a qualitative research study?,Eclipse,5Ws,PS,PICO,,,C,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which step would the nurse complete first to have success with evidence-informed decision making?,Collect evidence.,Ask a question.,Appraise the evidence.,Disseminate the outcomes.,,,B,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which element would the nurse reference to quickly determine whether an article is research based?,Abstract,Background,Purpose statement,Introduction,,,A,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which approval would the nurse seek to complete a research study?,Secure funding,CINAHL,Review ethics board (REB),Peer review,,,C,Canadian Fundamentals of Nursing (7th Ed.),8 - Evidence-Informed Practice
BSCN9100,Intro to Nursing,T,Which step in the nursing process includes health teaching to a patient?,Assessment,Implementation,Evaluation,Planning,,,B,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which action by the nurse is included in the assessment step of the nursing process?,Collecting and verifying data ,Forming a nursing diagnosis,Providing patient education ,Creating a care plan,,,A,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which information would the nurse ask about when assessing psychological variables during a nursing health history?,Support systems ,Current occupation,Exercise tolerance,Appetite,,,A,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which type of data is a patient’s verbal description of their health condition?,Objective,Empirical,Secondary,Subjective,,,D,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which data source is a tertiary source of data?,Patient,Medical records,Textbooks,Health care providers,,,C,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which approach would the nurse take when collecting data in a health history?,Verify the information provided by the patient as it may be inaccurate.,Demonstrate a caring presence during assessment. ,Not request a translator if a family member is present.,Conduct a health history in any environment as long as the patient can hear adequately.,,,B,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which phrase describes the initial interview conducted by the nurse to obtain a patient’s health history?,An organized conversation with a patient,"A brief, informal conversation with a patient",A formal assessment with a scoring algorithm ,A structured conversation using closed-ended questions,,,A,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,During which phase of the interview will the nurse provide an explanation of the purpose of the interview to the patient?,Working,Termination,Orientation,Verification,,,C,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which consideration would the nurse take when caring for a patient of a different culture?,Ask another nurse of the same culture care for the patient.,Use generic communication and avoid discussions about cultural practices.,Use prior knowledge of the patient’s culture to form conclusions about the patient.,Engage in self-reflection on biases and feelings.,,,D,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which phrase describes a nursing health history?,An organized conversation with the patient,"A detailed database focusing on the patient’s strengths, available supports, and pressing or potential health challenges",A data set about immediate relatives to determine whether the patient is at risk for illnesses of a genetic nature,A collection of data that is observed or measurable by the nurse,,,B,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which action by the nurse demonstrates critical thinking when conducting a health history with a patient?,Anticipate assessment questions and follow-up questions based on patient responses.,Ask assessment questions in the order they appear in documentation.,Use scripted questions to get all information required.,Request a family member be present for assessment to gain greater breadth of information.,,,A,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which variable is assessed in the physiological portion of the nursing health history?,Safety hazards,Age,Mental processes,Current medications,,,D,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which data collected and documented by the nurse is subjective data?,“Patient’s blood pressure is 170/90”,“Patient’s leg wound is 15 centimeters in length” ,“Patient is yelling at roommate patients and throwing items at the wall”,“Patient reports feeling nauseous”,,,D,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which source is a primary source of data?,Patient,Family members,Patient chart,Registered health professionals,,,A,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,For which patient would the nurse rely on family members to collect health information?,Unconscious patient,Patient with a language barrier,Infant,Critically ill adult,Senior,,A|C|D,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which assessment is required in a physical examination of a patient by the nurse?,Height,Weight,Vital signs,Bloodwork,Head-to-toe examination of all body systems,,A|B|C|E,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which statement describes data analysis?,Comparison of data with another source to determine data accuracy,"A set of signs or symptoms that are grouped together in meaningful, usable, and logical ways to organize data","Recognizing patterns or trends in the clustered data, comparing them with standards, and establishing a reasoned conclusion",Evaluation of data as individual pieces to establish a conclusion about the patient’s health status,,,C,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which patient chart entry by the nurse accurately documents subjective data?,“Patient weighs 73.5 kg”,“Patient’s abdomen is soft and nontender on palpitation”,“Patient is complaining of pain”,“Patient states ‘I feel nauseous’”,,,D,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which phrase describes the diagnostic process?,A clinical judgement about a patient’s responses to actual and potential health problems or life processes that is within the domain of nursing,"A cognitive framework through which the nurse aims to identify, diagnose, and treat actual and potential health issues and challenges of patients from a holistic perspective","A complex, patient-centred, collaborative activity that involves the health care team, information gathering, and clinical reasoning to determine the goals of care for a patient",The collection of data pertinent to the patient’s health status or situation,,,C,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which diagnosis would be an appropriate nursing diagnosis for a patient presenting in the emergency room with heart failure?,Decreased cardiac output,Left-sided heart failure with reduced ejection fraction,Readiness for enhanced hope,Congestive heart failure,,,A,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which symptom is a defining characteristic of inadequate breathing pattern?,Dyspnea,Anxiety,Bradypnea,Orthopnea,Pain,,A|C|D,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which type of nursing diagnosis is described as human responses to health conditions or life processes that will possibly develop in a vulnerable individual?,Actual,Risk,Health promotion,Wellness,,,B,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which action would the nurse take when formulating a nursing diagnosis for a patient’s care plan?,Refer to NANDA International–approved definitions for each diagnosis to ensure they choose the correct one for the patient.,Apply best practice guidelines and textbooks to write patient specific nursing diagnosis.,Use the patient’s medical diagnosis as the nursing diagnosis.,Only use a two-part format of diagnostic label and related factors if the patient has acute medical issues.,,,A,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which requirement would the nurse consider when constructing an etiology in a nursing diagnosis? ,The related factor remains static through use of varying nursing interventions.,The etiology individualizes the nursing diagnosis for selection of nursing interventions.,The etiology is required to be in the domain of interprofessional practice.,The medical diagnosis should be recorded as etiology.,,,B,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which action by the nurse occurs when planning patient care?,Set person-centred goals.,Outline expected outcomes.,Plan nursing interventions.,Set goals for nursing practice.,Prioritize interventions.,,A|B|C|E,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which error commonly occurs in the diagnostic process during data collection?,Failure to seek guidance,Using unreliable cues,Missing data,Incorrect clustering,,,C,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which action by the nurse causes errors in the interpretation of data?,Reviewing the database for completion,Confirming that physical findings support subjective data,Removing any conflicting cues,Considering patient’s developmental stage ,,,C,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,"When using the diagnostic process, which task is performed by the nurse during the screening assessment?",Confirming or refuting potential diagnosis,Clustering of information ,Determining priority nursing diagnosis,Considering all diagnoses that match information available,,,B,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which statement describes a medical diagnosis?,"A clinical judgement about individual, family, or community responses to actual and potential health problems or life processes that is within the domain of nursing ",A diagnosis assigned by a doctor based on physical assessment and observation of a patient,"The identification of a disease condition based on a specific evaluation of physical signs, symptoms, health history, and diagnostic tests and procedures",A health condition or state that falls within the nursing scope of practice and can be improved through nursing interventions ,,,C,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,"When using diagnostic reasoning, which consideration would the nurse take when clustering data? ",Clinical criteria should include only objective findings.,Sets of defining characteristics confirm a nursing diagnosis.,Data clustering is an optional step in diagnostic reasoning.,Isolate defining characteristics that are within healthy norms.,,,B,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which definition describes a wellness diagnosis?,"Responses to health conditions or life processes that exist in an individual, family, or community","Human responses to health conditions or life processes that will possibly develop in a vulnerable individual, family, or community","A clinical judgement of a person’s, family’s, or community’s motivation and desire to increase well-being and actualize human health potential","Levels of health in an individual, family, or community that can be enhanced and is a clinical judgement about the transition from a specific level of health to a higher level of health",,,D,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,"Which type of factor increases the vulnerability of an individual, family, or community to an unhealthy event?",Environmental,Physiological,Psychological,Genetic,Chemical,,A|B|C|D|E,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which definition describes a diagnostic label?,The name of the nursing diagnosis describing the patient’s response to health conditions in as few words as possible,A type of written documentation placed in the patient’s medical record,"Identification of a disease or condition based on specific physical signs, symptoms, the patient’s medical history and diagnostic test results",Clinical criteria or assessment findings that help confirm an actual nursing diagnosis,,,A,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,"Which phrase describes the purpose of the NANDA International, Nursing Interventions Classification (NIC), and Nursing Outcomes Classification (NOC)? ",Facilitates matching nursing diagnoses with appropriate interventions and outcomes,Outlines person-centred goals with interventions,Facilitates the prioritization of nursing interventions for patient care,"Provides a framework for collecting, grouping, and clustering data",,,A,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which action by the nurse causes premature closure of clustering? ,Discarding conflicting cues in data,Trying to make a nursing diagnosis fit signs and symptoms,Making assumptions that lead to collection of selective data,Making a nursing diagnosis before grouping all data,,,D,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which action by the nurse reduces the occurrence of data collection errors?,Reviewing their own competence with interview and physical assessment skills before collecting data,Completing a physical exam before the patient interview,Reviewing assessments independently without outside input,Validating data by double-checking and verifying them,Having forms and equipment ready for examination,,A|D|E,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,"When setting priorities, which patient concern would the nurse consider to be the highest priority?",First-degree burns to the hand,Chest pain,Finding supportive housing options,Loss of independence,,,B,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,During which step in the nursing process does the nurse develop goals for the patient?,Diagnosis,Evaluation,Implementation,Planning,,,D,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which consideration would the nurse take when setting goals with a patient? ,The nurse should set goals mutually with patients and families.,The nurse should create appropriate goals and communicate them to the patient.,The patient should choose which goals are important for them in their care and direct goal setting.,The nurse and the patient should develop nonspecific goals with multiple behaviours or responses.,,,A,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which consideration would the nurse include when creating expected outcomes for a patient’s care plan?,Each expected outcome should be specific and measurable.,One expected outcome should be listed for each nursing diagnosis.,Expected outcome statements should be written in subjective terms with general guidelines for behaviours or responses.,Time frames should be generalised and nonspecific.,,,A,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which characteristic is included as a guideline for writing goals and expected outcomes?,Patient-centred ,Multiple,Observable,Nurse-directed,Time-limited,,A|C|E,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which form of documentation is a written plan of care?,Progress note,SOAP charting,Nursing card-filing system,Electronic health record (EHR),,,C,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which factor would be used to prioritize nursing interventions mutually between the nurse and patient?,Urgency of the problem,Safety,Organizational policy,Nature of treatment indicated,Relationship among diagnoses,,A|B|D|E,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which length of time is appropriate for short-term goals?,Less than one week,Less than one month,Two to six months,No time is required for a short-term goal,,,A,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which phrase describes a low-priority nursing diagnosis?,Not always related to a specific illness but affects the patient’s future well-being and long-term health care needs,"Involves nonemergency, non–life-threatening health care needs of the patient that still require nursing interventions","Conditions that, if left untreated, will result in harm to the patient or others",Risk focus and prevention of negative health outcomes in a vulnerable population,,,A,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which statement about care planning is accurate?,Goals and outcomes are not interchangeable.,Outcomes broadly describe the desired patient status.,Goals contain observable criterion needed to measure success.,Goals and outcomes can be used interchangeably if all the criteria are met.,,,D,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which definition describes a critical pathway?,"Systematically developed, evidence-based guidelines with recommendations for nurses and the interprofessional team for care of specific patient populations",Nursing care plan card-filing system that allows quick reference to the needs of the patient for certain aspects of nursing care,Treatment plans that outline the treatments or interventions that patients may require for treatment based on medical rather than nursing diagnoses,A care plan where the patient or family unit must be able to provide most of the health care independently or with the help of external resources provided to meet care demands,,,C,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,During which step in the nursing process does consultation with other health care providers most often occur?,Assessment,Diagnosis,Planning,Evaluation,,,C,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,"When completing a nursing health history, what step should the nurse take to avoid incorrect inferences and ensure that the data from the patient's assessment are accurate?",Analyze and interpret the data.,Document the data.,Validate data with the patient.,Share the data with other health care providers.,,,C,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,"When clustering data, the nurse should:",Provide documentation of nursing care.,Review data with other health care providers.,Make inferences about patterns of information.,Organize cues into patterns that enable the nurse to identify nursing diagnoses.,,,D,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which of the following statements BEST describes a nursing diagnosis?,The diagnosis and treatment of human responses to health and illness,"The advancement of the development, testing, and refinement of a common nursing language","A clinical judgement about individual, family, or community responses to actual and potential health problems or life processes","The identification of a disease condition on the basis of a specific evaluation of physical signs, symptoms, the patient’s medical history, and the results of diagnostic tests",,,C,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Why would the nurse choose to use a standard formal nursing diagnostic statement?,To evaluate nursing care,To gather information on patient data,To help nurses focus on the role of nursing in patient care,To facilitate understanding of patient problems among health care providers,,,D,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,The nurse determines that the patient has readiness for enhanced communication. What type of nursing diagnosis is this an example of?,A risk nursing diagnosis,An actual nursing diagnosis,A potential nursing diagnosis,A wellness nursing diagnosis,,,D,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,"The word ""impaired"" in the diagnosis ""impaired physical mobility"" is an example of:",A descriptor,A risk factor,A related factor,A nursing diagnosis,,,A,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,"Nurses use a variety of assessment techniques for data collection. When assessing a patient, what is the first appropriate assessment technique for data collection?",Review their medical record.,Interview the patient.,Consult with the health care team.,Review the literature on hypertension.,,,B,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,A patient is advised by the nurse to change their diet. Which of the following are defining characteristics for the nursing diagnosis impaired nutrition (more than body requirements)?,Patient’s weight is 10 to 20% more than his ideal height and frame,Patient reports dysfunctional eating patterns,Patient demonstrates a knowledge deficit related to hypertension diagnosis,Patient smokes one pack of cigarettes per day,Patient becomes dizzy when he rises from a sitting position,Patient expresses feeling anxious and depressed,A|B,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,The nurse is completing care planning for a patient and has agreed to see them again in 2 weeks’ time. Which of the following would be considered a realistic short-term goal for the patient to achieve prior to the next visit?,To stop smoking,To remove two foods that are high in cholesterol from his diet,To have his systolic blood pressure decrease by 20 mm Hg by the next clinic visit,To ask him to start running 3 days a week,,,B,Canadian Fundamentals of Nursing (7th Ed.),"14 - Nursing Assessment, Diagnosis, and Planning"
BSCN9100,Intro to Nursing,T,Which direct care activity describes an intervention applied during the implementation step of the nursing process?,Organizing and managing planned care,Aiding with activities of daily living (ADLs),Documentation,Counselling or teaching the patient and family,Providing care,Change-of-shift report,A|B|D|E,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which nursing action is considered a nursing-initiated intervention?,Administering a medication,Consulting with the interdisciplinary health care team,Elevating an edematous extremity,Changing a dressing,,,C,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which term describes a Nursing Interventions Classification (NIC) level that offers useful clinical categories for reference in selecting interventions?,Domains,Classes,Assessments,Interventions,,,B,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which consideration would the nurse take when preparing interventions?,Purpose of the intervention,Steps in performing the intervention correctly,Patient’s response to the intervention,Patient’s health status,Previous patient care experience,,A|B|D|E,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which characteristic describes when standard nursing interventions are more likely to improve patient outcomes?,Informed by evidence,Medical directives or standing orders,Specific to patient diagnoses and conditions,Nursing Interventions Classification (NIC) based,Clinical guidelines or protocols,,A|B|D|E,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,"When measures to promote voiding have not been effective for a patient with urinary retention and the nurse consults the primary care provider about catheterization, what skill has the nurse used?",Cognitive,Consultative,Interpersonal,Psychomotor,,,A,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which action can be classified as a nurse-initiated intervention?,Starting an intravenous infusion,Elevating an edematous extremity,Preparing a patient for diagnostic tests,Repositioning the patient to achieve pain relief,Instructing the patient about the effects of medications,,B|D|E,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,"When choosing interventions, the nurse would consider which factor?",The nursing diagnosis,Staffing available to perform the intervention,Goals and expected outcomes,Acceptability to the patient,Willingness of family to participate in care,The nurse’s competence,A|C|D|F,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
BSCN9100,Intro to Nursing,T,Which level is the highest (level 1) of the Nursing Interventions Classification (NIC)?,Interventions,Classes,Domains,Implementation,,,C,Canadian Fundamentals of Nursing (7th Ed.),15 - Implementing and Evaluating Nursing Care
